row ID,row m/z,row retention time,오미자 중국1,오미자 중국2,오미자 중국3,오미자 중국4,오미자 중국5,오미자 중국6,오미자 중국7,오미자 중국8,오미자 중국9,오미자 중국10,오미자 중국11,오미자 중국12,오미자 중국13,오미자 중국14,오미자 중국15,오미자 중국16,오미자 중국17,오미자 중국18,오미자 중국19,오미자 중국20,오미자 중국21,오미자 중국22,오미자 중국23,오미자 중국24,오미자 중국25,오미자 중국26,오미자 중국27,오미자 한국1,오미자 한국2,오미자 한국3,오미자 한국4,오미자 한국5,오미자 한국6,오미자 한국7,오미자 한국8,오미자 한국9,오미자 한국10,오미자 한국11,오미자 한국12,오미자 한국13,오미자 한국14,오미자 한국15,오미자 한국16,오미자 한국17,오미자 한국18,오미자 한국19,오미자 한국20,오미자 한국21,오미자 한국22,오미자 한국23,오미자 한국24,오미자 한국25,오미자 한국26,오미자 한국27,오미자 한국28,오미자 한국29,오미자 한국30
293,59.02443949,39.87405556,206385.19,0,0,0,0,0,0,0,0,0,0,0,173064.727,0,0,0,0,0,164335.974,0,0,0,0,0,0,0,0,199524.399,0,0,166514.461,154442.238,0,0,151523.32,180745.764,180142.028,0,130480.775,181101.216,152213.208,193464.519,0,0,166906,0,0,169770.382,206703.26,0,224204.348,202846.715,160545.932,0,149402.536,0,200438.319
294,59.02656555,66.55901667,123220.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,69.02772522,66.55901667,108384.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,72.0324173,38.538875,464444.872,0,0,0,0,0,0,0,0,0,0,0,409231.137,0,241622.019,0,0,0,0,0,0,0,0,0,193720.924,0,0,0,0,0,0,0,320935.682,251933.698,0,0,0,0,0,0,0,383444.369,270361.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,72.03266602,39.19625167,324989.711,0,223773.302,205713.803,0,0,0,0,0,0,0,0,295357.184,0,147394.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487145.607,442765.984,0,0,0,0,410002.128,0,0,0,498899.607,0,0,0,0,0,0,0,0,0,0,0,0,333280.804,0
298,73.03545464,33.85738704,161707.597,0,0,0,0,0,0,0,0,0,0,266989.388,273964.061,524207.796,167208.846,0,0,0,208944.604,0,1238108.427,0,0,0,0,204506.124,193053.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,74.03594971,37.68359375,720265.753,0,0,0,0,0,0,0,0,0,0,276069.343,518143.698,1007707.449,225750.919,167354.736,0,308283.111,0,0,0,0,0,0,843784.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,74.03706922,39.34024386,2872578.373,439302.555,203508.935,185849.269,316313.067,399865.982,845733.513,350276.885,968657.833,0,0,700004.682,0,296326.613,1526585.175,258744.21,516861.794,531421.355,171098.013,580486.955,348651.18,0,0,503766.165,1070393.952,0,1587583.519,2810198.936,1722694.19,1683707.719,0,2359528.563,0,0,2359763.809,0,0,918594.313,2114928.012,2613474.587,2222345.317,2557113.337,0,0,2388659.605,1285859.607,0,2462329.568,0,0,0,0,2317294.298,1684123.653,2216101.771,1714880.763,0
301,74.03594971,39.81904792,673284.755,0,0,0,0,0,0,0,0,0,0,0,0,0,275630.495,0,0,0,514694.187,0,0,0,0,0,0,0,0,0,0,324810.814,0,0,592543.058,0,0,0,0,0,433144.404,0,0,0,0,0,524790.772,0,0,0,0,0,0,0,0,0,0,326758.499,0
302,74.03303019,66.55617407,593934.232,0,0,0,0,0,157845.473,0,214906.096,0,0,162768.314,0,91277.168,177438.841,0,0,90892.996,0,0,0,0,0,0,153487.084,0,83317.169,126341.892,0,163281.263,0,298120.026,382128.319,0,273883.858,0,0,0,258185.681,0,200294.209,0,0,0,193006.697,0,0,291816.696,0,0,0,0,0,0,0,0,0
303,75.01275635,35.37908333,202116.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,75.01879578,37.68618,856781.571,0,0,0,0,0,0,0,0,0,0,0,611343.206,1099377.131,302821.601,214220.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,84.01479449,38.56993571,280184.233,0,0,0,0,0,0,0,0,0,0,0,246118.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207791.483,0,0,0,0,188785.382,211886.61,0,0,0,0,0,224443.682,0,0,205554.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,84.01464233,38.8092775,292278.695,0,0,0,0,0,0,0,0,0,0,0,244748.513,0,157380.515,0,0,0,0,0,0,0,0,0,0,0,0,240623.108,162203.875,155194.763,204902.251,196968.547,0,0,195883.53,211228.106,194541.05,0,0,242098.241,0,0,0,0,0,0,218591.589,254029.849,228327.761,0,248593.836,221352.442,199489.141,0,160220.587,0,218989.565
307,89.03129288,39.88059828,388418.315,0,0,0,0,0,0,0,0,0,0,0,301529.479,0,155827.983,0,0,0,239799.639,0,0,0,0,0,0,0,157082.086,366255.294,183943.358,183481.576,309721.348,286421.885,333587.963,0,294315.083,325446.235,328696.171,0,242017.19,318021,261534.048,356701.131,0,0,305370.388,0,418109.25,303592.708,388452.771,0,407255.66,353881.107,280522.556,188783.371,288019.134,174211.221,382805.814
308,91.03978475,35.23621667,169007.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107035.137,0,131787.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,91.04071045,35.71882083,237169.539,0,0,0,0,0,0,0,0,0,0,0,0,139912.482,0,0,0,0,0,0,0,0,198803.031,0,136030.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,100.0404404,38.38894,271760.617,0,0,0,0,0,0,0,0,0,0,0,234688.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205637.755,0,0,0,0,0,0,0,0,0,0,0,226678.93,0,0,0,0,0,0,0,0,0,250915.162,0,0,0,0,0,0,0
311,100.0477956,39.33342,191755.227,0,157007.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236092.747,230600.106,345875.84,340370.061,363948.016,330718.384,342791.712,360095.189,0,0,317952.744,0,0,0,387903.383,0,0,171226.619,0,0,0,0,0,0,0,237732.139,0,233495.957,0
312,100.0521774,39.39521842,407917.662,0,0,0,0,0,0,0,0,0,0,0,361230.199,0,199109.995,0,0,0,0,0,0,0,0,0,0,0,205161.467,393765.351,0,0,0,0,0,0,0,0,362104.8,0,0,380846.632,314210.52,383580.111,0,0,345803.928,0,420524.519,345513.016,399615.1,444252.395,425885.044,383159.344,333592.608,0,311363.697,0,393250.895
313,101.0314157,38.56993571,302056.169,0,0,0,0,0,0,0,0,0,0,0,269790.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229300.315,0,0,0,0,262615.49,186007.763,0,0,0,0,0,253051.386,0,0,212574.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,101.0343797,39.24329259,249360.843,0,175005.351,166966.445,0,0,0,0,0,0,0,0,217738.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390705.687,338803.048,0,0,0,0,313845.84,0,0,0,384878.783,0,0,0,0,0,0,0,0,0,0,0,0,254999.108,0
315,101.0322771,39.38129023,437684.477,0,0,0,0,0,0,0,140573.013,0,0,0,366977.623,0,220549.002,0,0,0,0,0,0,0,0,0,155766.139,0,237814.761,405615.135,247107.779,240679.794,358405.927,346717.453,0,0,346178.016,381419.444,363921.104,0,0,388986.743,326321.656,380399.415,0,0,347697.472,185901.227,421259.503,358930.976,399755.636,446612.971,429769.498,393873.071,338246.472,241337.675,330638.144,0,392178.103
316,102.0410095,39.40595667,265501.968,0,0,0,0,0,0,0,0,0,0,0,220649.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261166.88,0,0,0,0,0,0,0,0,0,0,0,252575.016,0,0,0,0,0,0,0,0,0,289878.676,0,0,0,0,0,0,0
317,103.0439262,14.54344792,150542.747,0,0,223239.01,0,0,0,0,111256.755,0,0,0,87812.601,153580.363,0,145259.475,0,226742.28,0,0,0,0,198986.471,0,316310.494,0,0,0,0,0,0,555227.989,351039.056,0,315590.655,94324.633,0,0,0,0,0,0,0,0,0,0,0,295983.362,0,0,96217.205,0,0,0,0,163602.24,0
318,103.0451508,37.71285556,195577.7,0,0,0,0,0,0,0,0,0,0,0,0,266535.818,0,0,0,0,0,0,0,0,0,0,233882.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,104.055233,39.371135,549621.422,0,0,0,0,0,152145.973,0,161899.957,0,0,0,477169.303,0,273281.698,0,0,0,0,0,0,0,0,0,189207.283,0,297819.369,530182.334,324406.337,305833.729,0,455952.532,0,0,446484.136,499820.867,480758.132,154208.092,0,506935.199,414545.296,504045.655,0,0,454228.136,239069.898,559766.558,464727.031,527340.348,0,568106.898,513564.615,441278.256,316991.633,433963.743,316001.348,512381.815
320,104.0524705,39.90755,176812.126,0,0,0,0,0,0,0,0,0,0,0,143682.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161691.711,0,0,138725.893,0,0,0,124346.88,136611.789,138828.813,0,0,143303.815,0,163443.183,0,0,127291.721,0,187147.839,127287.575,177865.508,200120.068,188406.797,151034.569,0,0,0,0,170633.535
321,104.0603638,66.55765,139461.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94462.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87653.858
322,105.0606079,35.7136,149353.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,105.0506897,38.41353889,909970.062,0,180454.344,0,0,0,0,0,0,0,0,147823.655,0,0,414320.939,0,0,0,0,0,0,0,0,0,365138.458,149231.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,105.0582245,39.19080667,728864.976,0,351476.462,333112.85,0,0,0,0,0,0,0,0,0,0,303153.843,0,0,0,0,0,0,0,0,0,248637.497,0,0,0,0,0,0,0,812868.662,706715.191,0,0,0,0,661722.34,0,0,0,815638.87,0,0,0,0,0,0,0,0,0,0,0,0,515909.26,0
325,105.0606079,39.69957222,152728.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139454.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132998.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,105.0249329,76.42936667,155355.08,0,0,0,0,0,0,0,0,0,0,0,0,356268.516,0,0,0,191108.349,0,0,0,0,0,0,270555.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,114.0354031,38.81796071,257810.095,0,0,0,0,0,0,0,0,0,0,0,208391.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208017.108,0,0,0,0,0,0,0,0,0,0,0,204305.675,164584.042,195990.682,0,0,170788.204,0,201266.513,216608.608,191865.266,0,217060.468,195252.962,167829.974,0,0,0,194763.757
328,114.0365817,39.38543472,322598.014,0,0,0,0,0,0,0,0,0,0,0,285711.775,0,0,0,0,0,0,0,0,0,0,0,0,0,170816.787,322470.479,0,191157.97,0,0,0,0,0,0,0,0,0,297915.016,0,0,0,0,0,0,0,0,0,0,0,302654.144,264674.504,193416.043,246049.105,197532.613,312696.943
329,115.0421715,37.69792917,200907.949,0,0,0,0,0,0,0,0,0,0,0,138546.213,300084.666,0,0,0,0,0,0,0,0,204156.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,117.0190998,14.540525,214012.474,0,0,0,0,0,0,0,134011.931,0,0,0,118535.545,197495.715,0,182226.043,0,308842.575,0,0,0,0,241924.983,0,374313.806,0,0,359447.6,0,0,0,0,0,0,399276.831,114789.369,0,0,0,0,0,0,0,0,0,0,97860.521,391991.566,0,104250.129,119115.509,0,0,0,91773.649,202130.232,137503.276
331,117.0518494,35.37908333,127267.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,117.0242523,39.36453238,3421305.465,517629.083,211638.175,188779.527,354335.964,469074.27,976144.929,0,1141487.101,0,0,813445.458,2886512.084,343846.277,1777858.047,295819.106,606777.066,624691.579,0,0,405375.652,0,261253.652,0,1253587.776,0,1858541.038,3309888.968,2008808.79,1956588.399,0,2776984.891,0,0,2759167.546,3031349.425,0,1075671.593,0,3090454.714,2619368.797,3096221.584,0,0,2832925.877,1489850.248,0,0,0,0,0,0,2754182.289,1987580.421,2631231.533,1988659.107,0
333,117.0237506,39.86678533,724180.459,0,0,0,0,0,136015.279,0,177516.886,0,0,0,585927.549,0,290956.167,0,0,0,602984.747,0,0,0,0,0,195329.949,137096.895,312625.684,669061.586,352369.212,338629.71,0,525695.292,0,0,531439.123,600129.802,0,166734.96,459213.132,620639.96,501697.834,662195.794,0,0,556445.028,248500.142,0,0,0,0,0,0,548134.81,343461.81,525903.51,0,0
334,117.0220585,66.56382708,293914.872,0,0,0,0,0,75343.002,0,108769.332,0,0,87194.138,116412.851,0,82700.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161039.064,105558.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,118.0228536,39.38229,343426.822,0,0,0,0,0,0,0,0,0,0,0,302633.351,0,173860.395,0,0,0,0,0,0,0,0,0,0,0,177192.443,334977.015,203780.067,0,0,0,306443.216,0,288419.28,301076.829,302531.704,0,0,316098.016,0,0,0,0,0,0,353106.847,293172.528,335485.516,0,0,0,0,0,0,201822.997,0
336,119.0182102,39.39123421,266593.904,0,0,0,0,0,0,0,0,0,0,0,221638.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261159.056,0,0,233866.688,228713.581,243378.064,0,221777.497,235361.249,242166.872,0,0,251944.928,0,248547.832,0,0,225367.353,0,0,228292.282,259835.768,0,278368.244,255031.288,217749.201,0,206641.673,0,256351.088
337,129.0509491,37.70210833,216721.933,0,0,0,0,0,0,0,0,0,0,0,159212.748,318234.386,0,0,0,0,0,0,0,0,217253.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,129.0502201,39.03873333,709015.293,0,1181508.24,1045630.561,0,0,138218.767,0,0,0,0,138043.796,0,0,329003.962,0,0,0,0,0,0,0,0,0,0,0,256296.708,0,0,0,0,0,0,2194913.605,0,0,0,0,0,0,0,0,2515474.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,129.0546773,39.87899222,641618.331,0,0,0,0,0,0,0,157230.734,0,0,0,533131.101,0,256297.255,0,0,0,495607.535,0,0,0,0,0,0,0,277568.5,599349.858,313086.164,296881.904,0,463081.829,558428.354,0,477628.779,545464.802,531594.627,153337.528,412256.476,557285.976,448732.738,603986.522,0,0,505272.612,197486.422,679590.594,500521.915,645881.618,729576.865,692126.169,0,499643.034,312754.195,477679.822,311805.187,0
340,130.0569986,38.3884359,225289.209,0,0,0,0,0,0,0,0,0,0,0,197153.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165576.381,0,0,0,0,0,0,0,173890.815,160156.87,0,0,190385.178,0,187200.33,0,0,0,0,182480.651,0,201196.443,207975.122,202454.563,185736.426,0,0,0,0,197500.138
341,130.0573374,66.55765,136973.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94486.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88668.106
342,131.072052,35.37908333,126094.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,131.0296173,37.70483333,209907.42,0,0,0,0,0,0,0,0,0,0,0,144630.06,288327.066,0,0,0,0,0,0,0,0,211568.101,0,264822.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,131.0294288,38.56485476,542959.935,0,0,0,0,0,0,0,0,0,0,0,481854.784,0,272984.867,0,0,0,0,0,0,0,0,0,231670.371,0,0,0,0,0,0,0,418489.886,280413.922,0,0,0,0,0,0,0,0,323624.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,131.0355812,39.20126667,379868.869,0,321625.162,301373.77,0,0,0,0,0,0,0,0,350789.415,0,165639.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676111.774,607679.67,0,0,0,0,543391.496,0,0,0,688205.59,0,0,0,0,0,0,0,0,0,0,0,0,442107.092,0
346,131.0322687,39.86960588,179821.094,0,0,0,0,0,0,0,0,0,0,0,151646.223,0,0,0,0,0,128482.991,0,0,0,0,0,0,0,0,167391.751,0,0,142979.549,0,158215.988,0,128861.072,152931.692,186109.255,0,0,148239.063,0,164957.103,0,0,144613.552,0,0,147185.414,177096.076,0,200085.02,0,0,0,127286.8,0,172741.983
347,131.0455211,66.55984394,218620.096,0,0,0,0,0,0,0,0,0,0,0,85629.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141427.012,98402.401,113451.04,0,75261.028,0,0,0,0,0,101936.249,0,0,94317.225,0,99401.53,0,0,95460.675,136186.394
348,133.0171623,14.50509167,117287.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103863.139,0,166442.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85772.801
349,133.0231258,37.68617857,566866.307,0,0,0,0,0,0,0,0,0,0,208118.632,398409.595,772150.001,171500.512,135805.056,0,242018.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,133.0403976,39.86883788,630276.923,0,0,0,0,0,0,0,154035.678,0,0,0,0,0,250720.295,0,0,0,378014.231,0,0,0,0,0,0,0,267563.076,587849.41,0,286636.864,0,454471.317,0,0,463509.387,526641.386,0,143996.584,393637.94,537394.76,437711.434,577807.818,0,0,485419.292,214357.814,0,501521.275,0,0,0,0,473517.33,288847.003,450150.414,300858.947,0
351,133.0212163,66.56439048,270884.2,0,0,0,0,0,0,0,98498.612,0,0,81899.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147704.809,0,196478.36,0,144440.024,89126.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,134.0489777,38.39228333,292461.201,0,0,0,0,0,0,0,0,0,0,0,252775.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218968.827,0,0,0,0,0,0,0,0,0,0,0,246038.874,0,0,0,0,0,0,0,0,0,276156.041,0,0,0,0,0,0,0
353,134.0409363,39.40595667,289545.614,0,0,0,0,0,0,0,0,0,0,0,233112.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272583.992,0,0,0,0,0,0,0,0,0,0,0,267651.472,0,0,0,0,0,0,0,0,0,308070.444,0,0,0,0,0,0,0
354,135.033198,66.5605,242276.384,0,0,0,0,0,0,0,0,0,0,69395.788,341735.371,187033.008,238216.737,61013.493,0,192463.443,0,0,0,0,296814.609,0,210106.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,141.0673889,37.70483333,240808.964,0,0,0,0,0,0,0,0,0,0,0,157882.565,333919.714,0,0,0,0,0,0,0,0,229261.133,0,281920.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,143.052578,37.70210833,230502.732,0,0,0,0,0,0,0,0,0,0,0,149817.117,313534.338,0,0,0,0,0,0,0,0,0,0,265733.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,143.0525818,38.3940125,211684.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187043.619,193208.018,185558.131,0,0,0,0,0,0
358,143.047966,39.38584444,443373.405,0,0,0,0,0,0,0,0,0,0,0,371374.311,0,221776.946,0,0,0,0,0,0,0,0,0,157885.747,0,0,411368.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449296.15,0,0,0,0,0,0,0,0,0,0
359,143.0510406,66.56328519,163404.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72182.901,0,0,0,74164.732,0,114490.444,80217.025,92732.2,0,0,0,0,0,0,0,85129.633,0,0,78913.849,0,0,0,0,0,110942.266
360,145.0640869,38.39051111,193413.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163303.491,0,0,0,0,0,0,0,0,0,185844.386,0,0,0,0,0,0,0
361,145.0501862,39.4197,244181.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239780.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265192.612,0,0,0,0,0,0,0
362,147.0590591,14.542485,422131.814,0,0,599780.72,0,0,171220.417,0,0,0,0,0,238587.568,0,118695.02,377602.419,0,654499.951,0,0,0,0,511045.375,0,799787.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137917.281,0,0,0,0,0
363,148.0548367,37.69088889,506359.987,0,0,0,0,0,0,0,0,0,0,187241.264,355097.323,700710.129,153062.584,122003.856,0,214762.279,0,0,0,0,472549.637,0,576236.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,148.0587406,39.87420208,437146.091,0,0,0,0,0,0,0,0,0,0,0,343660.95,0,175559.743,0,0,0,336378.935,0,0,0,0,0,0,0,180446.365,405190.962,204686.766,200980.52,0,314487.029,0,0,320456.155,354776.443,357127.099,0,272713.028,362881.492,295264.518,392765.723,0,0,332302.02,137065.646,457677.642,338279.388,0,0,0,0,321014.867,200644.747,313172.854,200952.276,0
365,148.0563993,66.56365455,269543.312,0,0,0,0,0,0,0,100215.748,0,0,0,105427.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199479.512,125857.001,145876.008,89979.595,0,0,0,75160.62,0,0,147943.336,0,126098.993,0,0,0,0,0,121493.075,0
366,149.0505044,37.69472619,382347.115,0,0,0,0,0,0,0,0,0,0,143051.536,267020.235,524463.977,0,0,0,155458.784,0,0,0,0,348762.293,0,431976.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,149.0525164,38.4124381,677354.143,0,169636.191,0,0,0,0,0,0,0,0,136705.43,595440.407,0,327021.067,0,0,0,0,0,0,0,0,0,284890.466,125028.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,149.0531887,39.04356111,601028.301,0,492568.585,448515.234,0,0,0,0,0,0,0,0,543634.431,0,276766.29,0,0,0,0,0,0,0,0,0,206343.469,0,200210.776,0,0,0,0,0,0,972591.486,0,0,0,0,0,0,0,0,1119472.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,149.0508389,39.86976204,267650.565,0,0,0,0,0,0,0,0,0,0,0,210772.335,0,0,0,0,0,212463.943,0,0,0,0,0,0,0,0,247515.87,0,0,0,185037.222,0,0,193022.692,214253.14,217943.868,0,165982.502,219458.56,180046.056,243430.115,0,0,201597.48,0,0,206992.79,265425.419,0,276077.588,0,195378.356,0,176925.104,0,0
370,149.0419103,66.56224667,265877.16,0,0,0,0,0,0,0,87136.628,0,0,78789.658,139933.971,0,99530.377,0,0,0,0,0,0,0,0,0,73153.805,0,0,0,0,0,0,0,0,0,106967.995,117594.442,0,176906.384,0,127229.84,0,0,0,0,0,0,0,116207.249,76463.364,100430.674,105778.961,0,0,0,0,106881.051,0
371,155.0619202,66.56483333,120235.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87321.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,157.0635284,38.39690667,213866.698,0,0,0,0,0,0,0,0,0,0,0,191409.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184390.514,0,180128.37,0,0,0,0,0,0,0,201562.818,0,0,0,0,0,0,0
373,157.0539686,39.34589306,2560411.971,338467.86,136674.616,0,230090.444,320414.782,659015.21,280536.405,775893.405,0,0,0,2164727.757,233473.885,1254981.096,181026.831,404242.47,439031.916,0,475830.332,266286.549,476619.899,169295.056,399461.63,882061.241,0,0,0,1437877.111,1407730.327,2093889.113,2037398.316,2269115.997,0,2062724.938,2264828.266,2254869.026,762752.938,1858397.02,2325428.596,0,0,0,0,2153013.725,0,0,2082257.524,2529531.233,0,0,0,0,1488656.607,0,1421800.676,0
374,157.0558156,39.88276833,511671.387,0,0,0,0,0,0,0,0,0,0,0,395801.847,0,181946.232,0,0,0,403767.055,0,0,0,0,0,0,0,204450.629,455582.518,231745.334,224315.44,395832.068,362986.573,0,0,374382.291,415014.331,419838.803,0,311057.142,432795.044,336550.758,470886.331,0,0,396903.876,153553.718,548299.058,380709.7,511283.643,572362.899,539200.78,457370.867,366565.076,232358.203,369804.566,228225.428,509817.854
375,157.0608579,66.56091026,207231.836,0,0,0,0,0,0,0,0,0,0,0,68722.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148006.692,99397.073,118538.048,0,76692.436,0,0,0,0,0,95843.106,0,81138.612,98025.433,0,99513.17,0,68074.418,97436.955,141176.674
