row ID,row m/z,row retention time,오미자 중국1,오미자 중국2,오미자 중국3,오미자 중국4,오미자 중국5,오미자 중국6,오미자 중국7,오미자 중국8,오미자 중국9,오미자 중국10,오미자 중국11,오미자 중국12,오미자 중국13,오미자 중국14,오미자 중국15,오미자 중국16,오미자 중국17,오미자 중국18,오미자 중국19,오미자 중국20,오미자 중국21,오미자 중국22,오미자 중국23,오미자 중국24,오미자 중국25,오미자 중국26,오미자 중국27,오미자 한국1,오미자 한국2,오미자 한국3,오미자 한국4,오미자 한국5,오미자 한국6,오미자 한국7,오미자 한국8,오미자 한국9,오미자 한국10,오미자 한국11,오미자 한국12,오미자 한국13,오미자 한국14,오미자 한국15,오미자 한국16,오미자 한국17,오미자 한국18,오미자 한국19,오미자 한국20,오미자 한국21,오미자 한국22,오미자 한국23,오미자 한국24,오미자 한국25,오미자 한국26,오미자 한국27,오미자 한국28,오미자 한국29,오미자 한국30
1080,148.0532356,38.37175417,0,0,354814.428,0,0,0,232935.476,0,281944.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436216.826,795688.224,457317.794,0,777667.709,812813.191,802284.67,0,745851.696,849884.176,730632.921,0,712032.877,0,633674.68,0,0,0,773020.016,0,846693.295,777859.872,918465.416,0,945948.343,0,0,0,0,520254.848,0
1081,148.0809937,66.55692083,0,0,93581.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109007.394,0,0,0,0,0,0,0,0,0,0,125212.85,0,99879.224,0,0
1082,149.0602366,19.17965,0,0,375959.983,0,0,0,205082.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398652.205,0,0,0,0,0,0,0,0
1083,149.0676139,23.44210238,0,0,667444.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199494.778,0,0,0,0,0,0,0,1380548.609,0,1548008.301,0,0,0,0,1411357.266,1394123.513,1606522.011,0,0
1084,149.0508406,38.64986667,0,0,218792.501,167990.52,0,0,146882.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277890.354,0,0,0,0,0,618212.642,446041.497,0,0,0,0,429498.314,0,0,0,507257.736,0,0,0,0,0,0,0,0,0,0,0,0,291514.258,0
1085,149.0668091,66.55698333,0,0,80085.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109308.881,0,0,96078.762,0,0,0,0,0,0,0,0,0,0,108722.522,0,88847.64,0,0
1086,157.0715877,39.36963333,0,0,1018003.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317380.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069997.184,0,0,0,0,0,2431148.409,2083723.619,0,1994335.166,0,2488893.737
1087,158.0641763,39.36352857,0,0,208026.022,0,0,0,128869.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287644.545,0,0,0,0,0,0,0,0,0,0,0,0,494183.063,399894.184,496444.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535737.598
1088,159.0296063,19.17563889,0,0,240546.215,0,0,0,136525.446,0,132663.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250461.256,186546.25,0,161164.058,230281.358,0,0,0,136715.096,198128.463,0,122972.242,0,170772.064,203183.695,277511.159,0,0,0,0,210451.951,119186.939,251059.087,267542.719,273212.824,0,0,0,0,0,0
1089,160.0701861,39.34045714,0,0,4072851.735,0,0,0,2637846.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9648978.965,0,0,0,0,9159197.047,0,0,0,9042935.487,3069309.272,0,9105363.2,0,0,0,0,8542641.721,4402264.695,1.04E+07,0,0,0,0,0,0,6048710.541,8099650.175,5893026.395,9784995.077
1090,160.0620193,68.50222778,0,0,96439.453,73557.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157399.043,0,144627.57,0,0,0,0,0,0,0,0,0,0,89482.645,0,0,0,0,0,0,202079.364,0,0,0,0,0,0,0,0,0,0
1091,160.0744839,68.4751875,0,0,96439.453,73557.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157399.043,0,0,141582.477,0,0,0,0,0,0,0,98815.596,0,0,0,0,0,0,0,140924.509,0,0,0,0,0,0,0,108561.524,0,0,159845.101
1092,161.0714426,39.38435417,0,0,694416.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940663.832,1772777.065,0,0,1532502.691,1482708.171,0,0,1489359.582,1655260.058,0,0,0,0,0,1734109.898,0,0,0,0,1972185.017,1525817.5,1863599.954,0,1918972.001,1785903.546,1506564.227,0,1438450.486,0,1812292.797
1093,162.0636607,39.36718043,0,0,193725.375,0,0,0,0,0,147529.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284680.961,0,303498.491,288863.77,462316.471,445924.405,503323.887,0,446308.952,501263.972,477085.472,139751.56,408486.768,511763.735,407310.84,0,0,0,0,214533.819,0,444794.736,539560.108,0,583314.378,0,436602.128,305211.315,432214.448,299631.372,0
1094,163.0475747,19.18840714,0,0,388275.623,0,0,0,207624.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219235.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412747.069,0,0,638064.516,0,0,0,403217.774,768327.579
1095,169.0732895,66.55762333,0,0,339662.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442435.39,0,0,0,0,0,0,0,0,0,0,0,276912.252,388053.903,0,753297.704
1096,171.035581,23.45231944,0,0,305365.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891109.632,1012518.505,619825.635,0,0,739325.841,951056.152,0,571009.067,0,0,0,0,0,0,0,672257.322,0,733841.449,0,0,0,0,678177.699,669395.834,776980.684,0,0
1097,172.089888,38.36835667,0,0,258766.917,0,0,0,159510.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317230.843,0,0,386485.002,0,0,0,0,0,0,0,173157.364,546709.465,676340.801,0,669946.216,0,0,608116.168,0,0,0,0,0,766401.495,649438.417,563882.905,336238.267,475820.664,0,706380.457
1098,173.061827,38.37352544,0,0,217091.573,0,0,0,136172.397,0,153746.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268227.107,516022.752,283067.043,0,504792.273,507832.953,504782.594,0,475791.201,567962.28,477984.305,0,0,0,388591.586,0,0,0,544910.606,0,540745.537,505499.048,617728.032,0,643961.048,0,0,0,0,320569.868,0
1099,175.0569534,13.5739375,0,0,141927.355,134484.353,0,0,0,0,79621.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174808.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,175.0450812,18.31002778,0,0,185371.177,0,0,0,0,0,104736.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271977.672,135569.492,0,0,206319.687,0,0,0,102259.411,163282.335,0,0,0,125155.53,164441.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,175.0512314,23.45231944,0,0,742300.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962251.788,2328752.804,1422024.298,0,0,1599582.425,2171047.813,0,1321308.601,0,0,0,0,0,0,0,1457923.089,0,1600966.169,0,0,0,0,1483723.506,1479498.465,1699485.155,0,0
1102,176.0490447,23.46126957,0,0,122804.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171553.572,340852.78,256615.97,320932.209,0,239363.412,0,0,281682.451,367327.898,346424.81,215315.54,263547.998,358355.041,376827.472,444727.485,0,0,406046.24,250500.835,399104.177,278174.018,0,0,484865.535,0,253594.053,230289.709,299874.94,0,420208.232
1103,177.0331841,23.46721944,0,0,146086.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224349.571,389094.404,296376.314,0,0,0,0,0,0,0,0,0,307067.333,397363.761,427133.768,519687.308,0,0,442399.984,0,441830.616,0,0,0,523487.215,411583.408,0,0,0,0,0
1104,187.042539,19.17965,0,0,536403.943,0,0,0,309090.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571761.765,0,0,0,0,0,0,0,0
1105,189.1113688,19.17965,0,0,490592.943,0,0,0,265212.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514826.149,0,0,0,0,0,0,0,0
1106,189.1100451,23.45231944,0,0,1059301.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2747332.484,3311283.772,2018778.801,0,0,2280740.56,3110712.517,0,1877142.185,0,0,0,0,0,0,0,2163935.32,0,2262532.213,0,0,0,0,2126091.458,2101848.649,2574063.018,0,0
1107,189.0690918,38.65358519,0,0,547832.923,276113.564,0,0,356429.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650192.762,0,0,0,0,0,1046276.193,762696.952,0,0,0,0,726804.442,0,0,0,859468.543,0,0,0,0,0,0,0,0,0,0,0,0,467653.386,0
1108,189.0902303,66.55724444,0,0,95773.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111365.49,0,0,0,0,0,0,0,0,0,0,128143.338,80083.532,102716.12,0,176950.346
1109,190.0901337,23.45231944,0,0,951824.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551696.012,3095591.452,1869076.233,0,0,2101250.609,2885089.469,0,1731275.385,0,0,0,0,0,0,0,1926867.425,0,2082237.481,0,0,0,0,1956812.114,1937772.809,2375599.29,0,0
1110,191.093995,19.18377157,0,0,245617.071,0,0,0,124584.642,0,130890.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255360.36,183500.882,0,0,0,0,138362.456,0,0,0,0,118190.066,0,172146.512,0,277181.735,380051.933,0,0,135198.959,0,0,253417.103,0,0,410423.908,0,281877.166,350188.814,246734.671,495712.78
1111,191.0897802,23.45231944,0,0,676325.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767676.676,2129247.3,1227266.275,0,0,1458201.657,1891281.64,0,1210649.097,0,0,0,0,0,0,0,1329765.825,0,1451622.921,0,0,0,0,1366537.178,1352189.617,1562033.883,0,0
1112,191.0788266,38.37106528,0,0,302688.9,0,0,0,186259.757,0,237154.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376340.898,693679.512,394103.05,443706.77,0,707618.688,716194.712,0,661966.36,760107.2,649897.849,0,623043.441,0,523964.186,0,0,0,0,347886.779,749047.96,680386.96,825016.936,0,0,745423.56,644602.585,387165.907,538505.664,446053.688,830410.559
1113,191.1030579,66.55724444,0,0,165186.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200333.674,0,0,0,0,0,0,0,0,0,0,228878.962,137086.028,179034.272,0,365249.56
1114,192.0851415,23.46443333,0,0,148911.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207175.812,421550.7,313443.586,0,0,0,0,0,0,0,0,0,337620.309,447904.489,463204.128,600654.18,0,0,509215.856,0,498116.001,0,0,0,611726.487,467852.112,0,0,0,0,0
1115,201.0848215,38.37559167,0,0,128071.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166771.203,309777.369,176165.851,191133.739,0,0,0,0,0,0,290379.522,0,261858.366,343692.778,229992.483,335829.602,0,0,295185.906,154301.188,322133.715,292425.258,373384.575,0,383351.17,331058.754,274454.828,171503.685,246903.808,197642.748,356132.122
1116,204.0780806,38.36979275,0,0,284412.164,0,0,0,248074.403,0,233464.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355197.65,633705.752,372802.282,429596.833,0,638896.232,0,0,594914.48,677338.928,0,0,559718.489,0,0,668569.504,0,0,619785.216,353714.282,662904.496,644261.504,744763.638,0,0,695412.575,592297.256,362763.57,492152.159,423103.768,737961.151
1117,204.0952942,66.55669333,0,0,106938.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131119.258,0,0,0,0,0,0,0,0,0,0,148770.01,91959.052,123507.552,0,0
1118,205.0956726,14.557475,0,0,331999.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731330.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,205.0750804,19.18024896,0,0,160296.451,0,0,0,81066.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170184.144,124643.066,0,107190.058,149363.546,0,0,0,80388.444,129142.456,116011.995,0,0,117949.752,135834.455,191552.063,250953.173,0,129880.73,0,136165.328,0,0,187676.967,0,0,0,0,0,0,0
1120,205.0839048,38.36959286,0,0,627797.459,0,0,0,432610.507,0,483211.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420165.518,0,0,0,0,0,0,0,0,0,417742.459,0,1614649.775,1110516.168,1568008.967,0,0,1463190.321,731238.93,1532590.991,1405783.679,0,0,1770108.271,0,1321814.48,0,0,0,0
1121,205.0853729,66.56016458,0,0,102963.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76338.218,0,0,0,0,0,0,0,0,142939.249,0,0,0,0,0,0,0,0,0,0,0,143519.177,0,146496.602,0,113834.6,140872.475,212479.218
1122,207.0704013,19.1860803,0,0,537051.39,0,0,0,277792.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325643.087,0,0,0,0,0,0,385116.311,0,663092.941,0,0,0,0,0,0,562299.965,0,0,880376.491,0,676924.083,760688.076,545185.662,1053414.723
1123,216.0752534,39.36644921,0,0,185393.767,0,0,0,0,0,160227.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262347.674,0,277355.739,268091.282,411898.391,395326.541,447400.959,0,398264.728,447178.188,444630.383,147779.711,365472.04,447388.767,0,0,0,0,0,204918.675,0,416624.79,499910.483,0,0,0,388751.112,278998.515,384895.584,278321.812,0
1124,217.0556681,19.18335175,0,0,205646.679,0,0,0,105854.402,0,114227.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214722.384,155538.506,0,0,0,0,117898.992,0,0,0,145708.819,101075.154,0,146007.792,0,234398.359,348671.651,0,0,115111.383,169120,0,0,231075.383,0,345961.1,0,235247.726,294325.838,209974.143,410667.9
1125,217.06073,23.45231944,0,0,335312.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941166.956,1107089.117,649014.683,0,0,770051.577,992289.936,0,596586.947,0,0,0,0,0,0,0,698949.386,0,771482.593,0,0,0,0,716921.771,709952.794,821610.379,0,0
1126,217.1059316,38.48697222,0,0,4189830.51,2754911.942,0,0,2588728.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,217.1002846,66.55756667,0,0,955476.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333298.54,0,0,0,0,0,0,0,0,0,0,1540212.304,0,0,0,2401962.956
1128,218.0847571,38.3734131,0,0,873978.483,0,0,0,545678.731,0,670522.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902951.686,1117150.88,0,0,0,1976416.27,0,1836893.111,2124522.09,0,0,1741705.013,0,1500140.416,0,0,0,0,0,2085435.583,0,2358742.594,0,2406969.734,0,0,0,0,1267597.952,0
1129,218.1085693,66.55669333,0,0,219627.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280958.782,0,0,0,0,0,0,0,0,0,0,336607.681,177374.532,239958.56,0,0
1130,219.0821357,38.37172368,0,0,386469.292,0,0,0,244169.412,0,303734.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468919.034,858761.248,495971.978,564338.201,0,881965.096,895849.592,0,828422.088,953559.464,836660.136,0,791858.749,0,684724.864,0,0,0,0,428671.571,947634.143,0,1071526.686,0,1096519.687,0,0,0,0,555451.072,0
1131,219.1030034,66.55971667,0,0,104795.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74387.266,0,0,0,0,0,0,0,0,0,0,0,125066.21,0,0,0,0,0,0,0,0,0,107300.443,148794.898,84641.164,113337.656,0,0
1132,221.0711759,23.4728,0,0,149396.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226449.771,393385.988,302172.154,0,0,0,0,0,0,0,0,0,317595.869,412485.681,467591.207,553854.788,0,0,469617.728,0,493968.536,0,0,0,563506.687,435916.48,0,0,0,0,0
1133,230.1016665,39.36701136,0,0,201613.775,0,0,0,154438.445,0,171488.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293161.649,0,314677.065,292625.226,455034.103,445159.596,495123.479,0,439066.392,493535.388,0,158951.271,407396.736,503204.759,402217.248,508565.607,0,0,453888.416,0,0,0,559032.099,0,569015.714,0,0,309704.859,432906.4,306082.404,0
1134,231.1026684,38.37840507,0,0,131221.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168289.267,312171.945,178334.395,187665.044,0,0,0,0,0,352546.193,295105.506,0,270287.094,350686.162,235174.251,339873.93,0,0,318585.713,152165.18,332492.971,291299.05,380510.823,0,396046.378,335719.29,297308.658,174319.349,246943.114,198953.748,371986.513
1135,233.1113796,19.18799792,0,0,1258561.066,0,0,0,703365.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473178.621,0,0,0,0,0,0,1250020.973,0,0,2022446.835,0,1525190.163,1715177.948,0,2449255.155
1136,233.1015301,23.44709583,0,0,2278852.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7428669.026,0,0,0,0,0,0,4215729.832,0,0,0,0,0,0,0,4871767.148,0,5181563.9,0,0,8723288.505,0,4936735.064,4667137.589,0,0,0
1137,233.1186591,39.38141373,0,0,137009.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193221.418,357940.151,209271.363,188115.11,0,0,0,0,0,0,340502.888,0,0,345810.832,269424.625,0,0,0,312122.241,0,416206.998,291840.554,386870.983,0,0,375038.78,301827.225,206756.068,0,202243.469,379580.511
1138,233.0949631,64.54766667,0,0,293298.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527502.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,234.1018839,19.18372188,0,0,249435.263,0,0,0,126250.554,0,130755.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266959.592,183041.018,0,157886.402,0,0,0,0,0,0,0,115718.97,0,171657.752,0,287454.063,397427.885,0,0,135529.575,0,0,256819.711,0,0,427124.94,0,287012.894,357891.47,0,513895.244
1140,234.0985959,23.45231944,0,0,440239.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288703.044,1582736.876,895139.979,0,0,1074521.473,1407052.184,0,844503.242,0,0,0,0,0,0,0,964676.018,0,1048768.369,0,0,0,0,1003827.914,986462.113,1157727.035,0,0
1141,235.0953293,19.18984167,0,0,127422.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142902.552,91278.979,0,0,0,0,0,0,0,0,0,0,0,0,0,144271.648,205404.358,0,106301.226,0,107850.048,0,0,0,0,197039.911,0,144456.191,185126.575,124308.811,243371.518
1142,235.1000648,23.46474744,0,0,198552.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314778.211,572919.524,426236.33,577059.496,0,0,0,0,0,0,0,0,471282.637,615739.065,680404.383,843311.14,0,0,709765.656,0,759809.223,0,0,0,0,650774.312,0,0,518401.58,0,0
1143,243.1306152,66.55808333,0,0,221262.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262550.642,0,0,0,0,0,0,0,0,0,0,0,0,241562.432,0,474725.84
1144,245.0605373,23.45231944,0,0,1239321.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3233359.62,3903733.236,2406828.345,0,0,2789205.124,3699374.053,0,2232629.297,0,0,0,0,0,0,0,2597183.52,0,2783577.884,0,0,0,0,2629892.488,2464370.897,3046107.122,0,0
1145,246.0570068,23.45231944,0,0,246082.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696697.904,846501.317,493392.051,0,0,578981.155,761676.168,0,449650.683,0,0,0,0,0,0,0,528934.258,0,577957.673,0,0,0,0,542425.875,531938.218,616617.188,0,0
1146,247.05417,23.46582639,0,0,146987.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229906.979,400317.18,301404.97,0,0,0,0,0,0,0,0,0,324272.573,420300.265,473100.255,564408.18,0,0,478880,0,504285.376,0,0,0,579342.103,443926.736,0,0,0,0,0
1147,249.1105957,19.19060952,0,0,472143.455,0,0,0,269318.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585474.606,0,0,0,0,0,0,0,0,0,782262.268,0,604687.117,671465.87,0,953237.971
1148,258.1020203,8.407457143,0,0,387400.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162141.321,0,0,0,0,0,0,0,142497.213,0,0,0,119894.329,0,0,0,0,0,0,0,0,0,0,88123.324,280833.105,147020.3,0,0
1149,259.0874329,8.411,0,0,68135.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,263.121994,23.45231944,0,0,235835.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614549.008,728705.637,426126.212,0,0,510628.043,659947.128,0,403237.195,0,0,0,0,0,0,0,459770.25,0,513174.593,0,0,0,0,496220.043,492092.954,563281.796,0,0
1151,265.1054382,23.44698958,0,0,302160.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966065.461,0,0,0,0,0,0,527579.331,0,0,0,0,0,0,0,610851.658,0,671267.033,0,0,0,0,638840.387,636966.938,725168.852,0,0
1152,271.1214905,66.55744524,0,0,363193.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470400.582,0,0,0,0,0,0,0,0,0,402696.591,572967.577,286974.348,401840.848,0,847204.296
1153,274.1111374,39.37514653,0,0,181896.047,0,0,0,0,0,147530.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259298.538,0,275938.075,259847.034,419535.568,405127.757,459629.287,0,407023.752,458561.244,460380.303,146066.095,371768.255,0,368828.688,0,0,0,422106.328,200233.123,0,420258.678,524098.779,0,530963.74,490403.388,422992.072,284335.555,400707.232,271292.677,0
1154,277.0957336,19.19538571,0,0,394369.215,0,0,0,218300.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451267.919,0,0,0,0,0,0,0,0,0,679515.772,0,508042.709,572610.054,0,811538.212
1155,277.1165254,38.37925185,0,0,608356.051,0,0,0,375053.564,0,457677.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337055.464,772312.594,0,1397508.74,1413107.439,1422227.814,1266197.848,1303148.336,1500966.544,0,0,0,0,1064564.744,0,0,0,1378286.872,0,1498475.391,1323743.08,1696368.918,0,1735951.335,0,0,0,0,890267.513,0
1156,278.1352463,38.37688854,0,0,150036.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216319.947,0,0,242872.859,0,0,0,0,0,0,0,0,350866.757,457219.281,307322.77,402429.587,0,0,387407.426,192109.044,427074.217,0,0,0,480094.739,437103.961,355887.54,197992.83,292197.966,0,477033.697
1157,291.1216169,39.39486429,0,0,309771.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699711.591,589786.295,737457.947,0,0,0,0,0,0,0,0,0,745253.323,644475.695,0,0,0,763047.806
1158,305.1483256,39.39210278,0,0,250394.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540583.247,463413.935,571014.667,0,0,0,0,0,0,0,0,0,587634.083,510631.255,0,0,0,0
1159,306.1407994,23.47715,0,0,171564.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282939.475,496315.396,375946.458,510391.312,0,0,0,0,0,0,0,0,415148.933,543466.545,599917.575,741911.676,0,0,625812.496,0,664177.616,0,0,0,762648.959,572700.464,0,0,0,0,655091.512
1160,307.1208767,23.44709444,0,0,350589.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467626.683,0,0,0,997219.261,0,0,0,0,0,0,596323.498,0,0,0,0,0,0,0,629129.314,0,693426.161,0,0,0,0,672301.251,667395.082,825463.771,0,0
1161,307.1381721,38.682925,0,0,3533846.856,2236496.864,0,0,2216945.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6375797.584,6153822.754,0,0,0,0,5994434.341,0,0,0,6637042.576,0,0,0,0,0,0,0,0,0,0,0,0,3826893.263,0
